feature_symbol	ensembl_id	entrezgene	TenX_symbol	hgnc_symbol	chromosome	biotype	description	gc_content
AC008060.2	ENSG00000227365	NA	AC008060.5	NA	7	antisense	NA	44.37
AC009403.1	ENSG00000216895	NA	AC009403.2	NA	7	antisense	NA	42.24
RBM33	ENSG00000184863	155435	RBM33	RBM33	7	protein_coding	RNA binding motif protein 33	40.78
SHH	ENSG00000164690	6469	SHH	SHH	7	protein_coding	sonic hedgehog	59.64
AC021218.1	ENSG00000204876	389602	AC021218.2	NA	7	lincRNA	uncharacterized LOC389602	50.67
AC073133.1	ENSG00000228569	NA	AC073133.2	NA	7	lincRNA	NA	47.81
AC073133.2	ENSG00000233878	NA	AC073133.1	NA	7	lincRNA	NA	48.79
LINC01006	ENSG00000182648	NA	LINC01006	LINC01006	7	lincRNA	long intergenic non-protein coding RNA 1006	44.03
LINC00244	ENSG00000279418	NA	LINC00244	LINC00244	7	lincRNA	long intergenic non-protein coding RNA 244	48.45
RNF32	ENSG00000105982	140545	RNF32	RNF32	7	protein_coding	ring finger protein 32	42.24
AC005534.1	ENSG00000224903	NA	AC005534.8	NA	7	antisense	NA	39.56
LMBR1	ENSG00000105983	64327	LMBR1	LMBR1	7	protein_coding	limb development membrane protein 1	39.06
AC006357.1	ENSG00000230033	NA	RP5-1121A15.3	NA	7	lincRNA	NA	51.14
NOM1	ENSG00000146909	64434	NOM1	NOM1	7	protein_coding	nucleolar protein with MIF4G domain 1	47.02
MNX1	ENSG00000130675	3110	MNX1	MNX1	7	protein_coding	motor neuron and pancreas homeobox 1	55.77
MNX1-AS2	ENSG00000235029	NA	MNX1-AS2	MNX1-AS2	7	antisense	MNX1 antisense RNA 2	60.05
MNX1-AS1	ENSG00000243479	NA	MNX1-AS1	MNX1-AS1	7	lincRNA	MNX1 antisense RNA 1 (head to head)	54.86
AC006967.2	ENSG00000236102	NA	RP4-639J15.1	NA	7	lincRNA	NA	45.53
AC006967.3	ENSG00000269446	NA	RP4-639J15.3	NA	7	lincRNA	NA	50.41
UBE3C	ENSG00000009335	9690	UBE3C	UBE3C	7	protein_coding	ubiquitin protein ligase E3C	42.12
AC004975.2	ENSG00000229660	NA	RP5-1142J19.1	NA	7	lincRNA	NA	62.64
DNAJB6	ENSG00000105993	10049	DNAJB6	DNAJB6	7	protein_coding	DnaJ heat shock protein family (Hsp40) member B6	48.15
AC006372.3	ENSG00000234210	NA	AC006372.4	NA	7	lincRNA	NA	51.79
AC006372.1	ENSG00000223872	NA	AC006372.5	NA	7	lincRNA	NA	49.11
AC006372.2	ENSG00000233191	NA	AC006372.6	NA	7	antisense	NA	54.99
PTPRN2	ENSG00000155093	5799	PTPRN2	PTPRN2	7	protein_coding	protein tyrosine phosphatase, receptor type N2	51.39
AC005481.1	ENSG00000222012	NA	AC005481.5	NA	7	antisense	NA	54.46
AC011899.2	ENSG00000233038	NA	AC011899.9	NA	7	antisense	NA	58.22
AC011899.3	ENSG00000272839	NA	RP11-452C13.1	NA	7	antisense	NA	49.27
AC011899.1	ENSG00000231980	NA	AC011899.10	NA	7	antisense	NA	53.86
AC078942.1	ENSG00000225365	NA	AC078942.1	NA	7	antisense	NA	53.63
LINC01022	ENSG00000232715	NA	LINC01022	LINC01022	7	antisense	long intergenic non-protein coding RNA 1022	55.08
NCAPG2	ENSG00000146918	54892	NCAPG2	NCAPG2	7	protein_coding	non-SMC condensin II complex subunit G2	41.79
ESYT2	ENSG00000117868	57488	ESYT2	ESYT2	7	protein_coding	extended synaptotagmin 2	43.39
WDR60	ENSG00000126870	55112	WDR60	WDR60	7	protein_coding	WD repeat domain 60	46.03
VIPR2	ENSG00000106018	7434	VIPR2	VIPR2	7	protein_coding	vasoactive intestinal peptide receptor 2	49.17
PLCXD1	ENSG00000182378	55344	PLCXD1	PLCXD1	X	protein_coding	phosphatidylinositol specific phospholipase C X domain containing 1	53.82
GTPBP6	ENSG00000178605	8225	GTPBP6	GTPBP6	X	protein_coding	GTP binding protein 6 (putative)	57.63
LINC00685	ENSG00000226179	NA	LINC00685	LINC00685	X	antisense	long intergenic non-protein coding RNA 685	51.97
PPP2R3B	ENSG00000167393	28227	PPP2R3B	PPP2R3B	X	protein_coding	protein phosphatase 2 regulatory subunit B''beta	58.29
AL732314.6	ENSG00000281849	NA	RP13-465B17.4	NA	X	antisense	NA	50.68
AL732314.4	ENSG00000280767	NA	RP13-465B17.5	NA	X	lincRNA	NA	56.62
SHOX	ENSG00000185960	6473	SHOX	SHOX	X	protein_coding	short stature homeobox	51.23
AL672277.1	ENSG00000237531	NA	RP11-309M23.1	NA	X	lincRNA	NA	48.11
CRLF2	ENSG00000205755	64109	CRLF2	CRLF2	X	protein_coding	cytokine receptor like factor 2	46.94
CSF2RA	ENSG00000198223	1438	CSF2RA	CSF2RA	X	protein_coding	colony stimulating factor 2 receptor alpha subunit	50.88
IL3RA	ENSG00000185291	3563	IL3RA	IL3RA	X	protein_coding	interleukin 3 receptor subunit alpha	54.54
SLC25A6	ENSG00000169100	293	SLC25A6	SLC25A6	X	protein_coding	solute carrier family 25 member 6	58.91
LINC00106	ENSG00000236871	NA	LINC00106	LINC00106	X	lincRNA	long intergenic non-protein coding RNA 106	58.5
ASMTL-AS1	ENSG00000236017	NA	ASMTL-AS1	ASMTL-AS1	X	antisense	ASMTL antisense RNA 1	52.3
ASMTL	ENSG00000169093	8623	ASMTL	ASMTL	X	protein_coding	acetylserotonin O-methyltransferase like	52.23
P2RY8	ENSG00000182162	286530	P2RY8	P2RY8	X	protein_coding	P2Y receptor family member 8	48.22
AKAP17A	ENSG00000197976	8227	AKAP17A	AKAP17A	X	protein_coding	A-kinase anchoring protein 17A	60.92
ASMT	ENSG00000196433	438	ASMT	ASMT	X	protein_coding	acetylserotonin O-methyltransferase	52.06
AL683807.1	ENSG00000223511	NA	RP13-297E16.4	NA	X	lincRNA	NA	47.29
AL683807.2	ENSG00000234622	NA	RP13-297E16.5	NA	X	lincRNA	NA	48.67
DHRSX	ENSG00000169084	207063	DHRSX	DHRSX	X	protein_coding	dehydrogenase/reductase X-linked	47.11
ZBED1	ENSG00000214717	9189	ZBED1	ZBED1	X	protein_coding	zinc finger BED-type containing 1	49.61
LINC00102	ENSG00000230542	NA	LINC00102	LINC00102	X	lincRNA	long intergenic non-protein coding RNA 102	39.58
CD99	ENSG00000002586	4267	CD99	CD99	X	protein_coding	CD99 molecule (Xg blood group)	47.41
XG	ENSG00000124343	7499	XG	XG	X	protein_coding	Xg glycoprotein (Xg blood group)	45.98
GYG2	ENSG00000056998	8908	GYG2	GYG2	X	protein_coding	glycogenin 2	43.67
GYG2-AS1	ENSG00000235483	NA	GYG2-AS1	GYG2-AS1	X	antisense	GYG2 antisense RNA 1	41.53
ARSD	ENSG00000006756	414	ARSD	ARSD	X	protein_coding	arylsulfatase D	48.88
ARSD-AS1	ENSG00000229851	NA	ARSD-AS1	ARSD-AS1	X	antisense	ARSD antisense RNA 1	47.71
ARSE	ENSG00000157399	415	ARSE	ARSE	X	protein_coding	arylsulfatase E (chondrodysplasia punctata 1)	45.83
ARSH	ENSG00000205667	347527	ARSH	ARSH	X	protein_coding	arylsulfatase family member H	41.1
ARSF	ENSG00000062096	416	ARSF	ARSF	X	protein_coding	arylsulfatase F	40.73
LINC01546	ENSG00000228459	NA	LINC01546	LINC01546	X	lincRNA	long intergenic non-protein coding RNA 1546	39.99
MXRA5	ENSG00000101825	25878	MXRA5	MXRA5	X	protein_coding	matrix remodeling associated 5	43.18
PRKX	ENSG00000183943	5613	PRKX	PRKX	X	protein_coding	protein kinase X-linked	45.74
PRKX-AS1	ENSG00000236188	NA	PRKX-AS1	PRKX-AS1	X	antisense	PRKX antisense RNA 1	46.73
BX890604.1	ENSG00000205664	NA	RP11-706O15.1	NA	X	lincRNA	NA	49.39
FAM239A	ENSG00000234449	NA	RP11-706O15.3	FAM239A	X	lincRNA	family with sequence similarity 239 member A (non-protein coding)	48.84
FAM239B	ENSG00000205663	NA	RP11-706O15.5	FAM239B	X	lincRNA	family with sequence similarity 239 member B (non-protein coding)	48.84
FAM239C	ENSG00000205662	NA	RP11-706O15.7	FAM239C	X	lincRNA	family with sequence similarity 239 member C (non-protein coding)	43.03
AC074035.1	ENSG00000236513	NA	RP11-707P20.1	NA	X	lincRNA	NA	39.26
AC110995.1	ENSG00000236120	NA	RP11-733O18.1	NA	X	lincRNA	NA	37.83
NLGN4X	ENSG00000146938	57502	NLGN4X	NLGN4X	X	protein_coding	neuroligin 4 X-linked	38.89
VCX3A	ENSG00000169059	51481	VCX3A	VCX3A	X	protein_coding	variable charge X-linked 3A	57.5
AC097347.1	ENSG00000231217	NA	RP11-1M18.1	NA	X	lincRNA	NA	39.87
PUDP	ENSG00000130021	8226	PUDP	PUDP	X	protein_coding	pseudouridine 5'-phosphatase	43.76
STS	ENSG00000101846	412	STS	STS	X	protein_coding	steroid sulfatase	40.79
VCX	ENSG00000182583	26609	VCX	VCX	X	protein_coding	variable charge X-linked	56.54
PNPLA4	ENSG00000006757	8228	PNPLA4	PNPLA4	X	protein_coding	patatin like phospholipase domain containing 4	40.45
AC078960.1	ENSG00000230394	NA	RP11-692P14.1	NA	X	lincRNA	NA	38.04
VCX2	ENSG00000177504	51480	VCX2	VCX2	X	protein_coding	variable charge X-linked 2	57.18
VCX3B	ENSG00000205642	425054	VCX3B	VCX3B	X	protein_coding	variable charge X-linked 3B	57.23
ANOS1	ENSG00000011201	3730	ANOS1	ANOS1	X	protein_coding	anosmin 1	39.59
FAM9A	ENSG00000183304	171482	FAM9A	FAM9A	X	protein_coding	family with sequence similarity 9 member A	43.22
AC003685.1	ENSG00000229012	NA	GS1-542M4.4	NA	X	lincRNA	NA	35.58
FAM9B	ENSG00000177138	171483	FAM9B	FAM9B	X	protein_coding	family with sequence similarity 9 member B	40.26
AC003684.1	ENSG00000228543	NA	GS1-519E5.1	NA	X	lincRNA	NA	41.94
TBL1X	ENSG00000101849	6907	TBL1X	TBL1X	X	protein_coding	transducin beta like 1 X-linked	45.26
GPR143	ENSG00000101850	4935	GPR143	GPR143	X	protein_coding	G protein-coupled receptor 143	47.19
SHROOM2	ENSG00000146950	357	SHROOM2	SHROOM2	X	protein_coding	shroom family member 2	47.43
CLDN34	ENSG00000234469	100288814	CLDN34	CLDN34	X	protein_coding	claudin 34	44.82
WWC3	ENSG00000047644	55841	WWC3	WWC3	X	protein_coding	WWC family member 3	46.21
WWC3-AS1	ENSG00000225076	NA	WWC3-AS1	WWC3-AS1	X	antisense	WWC3 antisense RNA 1	44.4
CLCN4	ENSG00000073464	1183	CLCN4	CLCN4	X	protein_coding	chloride voltage-gated channel 4	45.24
AC003666.1	ENSG00000227042	NA	RP6-1O2.1	NA	X	lincRNA	NA	40.32
MID1	ENSG00000101871	4281	MID1	MID1	X	protein_coding	midline 1	39.28
AC073529.1	ENSG00000234129	NA	RP11-120D5.1	NA	X	lincRNA	NA	38.34
HCCS	ENSG00000004961	3052	HCCS	HCCS	X	protein_coding	holocytochrome c synthase	42.99
ARHGAP6	ENSG00000047648	395	ARHGAP6	ARHGAP6	X	protein_coding	Rho GTPase activating protein 6	39.11
AMELX	ENSG00000125363	265	AMELX	AMELX	X	protein_coding	amelogenin X-linked	38.37
AC004554.2	ENSG00000282840	NA	GS1-590J6.3	NA	X	lincRNA	NA	39.96
MSL3	ENSG00000005302	10943	MSL3	MSL3	X	protein_coding	MSL complex subunit 3	42.85
FRMPD4	ENSG00000169933	9758	FRMPD4	FRMPD4	X	protein_coding	FERM and PDZ domain containing 4	39.19
FRMPD4-AS1	ENSG00000223487	NA	FRMPD4-AS1	FRMPD4-AS1	X	antisense	FRMPD4 antisense RNA 1	41.99
PRPS2	ENSG00000101911	5634	PRPS2	PRPS2	X	protein_coding	phosphoribosyl pyrophosphate synthetase 2	42.76
TLR7	ENSG00000196664	51284	TLR7	TLR7	X	protein_coding	toll like receptor 7	40.25
TLR8-AS1	ENSG00000233338	NA	TLR8-AS1	TLR8-AS1	X	antisense	TLR8 antisense RNA 1	43.3
TLR8	ENSG00000101916	51311	TLR8	TLR8	X	protein_coding	toll like receptor 8	41.32
TMSB4X	ENSG00000205542	7114	TMSB4X	TMSB4X	X	protein_coding	thymosin beta 4 X-linked	50.47
FAM9C	ENSG00000187268	171484	FAM9C	FAM9C	X	protein_coding	family with sequence similarity 9 member C	39.45
AC079171.1	ENSG00000261030	NA	RP11-791M20.1	NA	X	lincRNA	NA	38.29
LINC02154	ENSG00000235385	NA	GS1-600G8.5	LINC02154	X	lincRNA	long intergenic non-protein coding RNA 2154	38.46
AC004674.1	ENSG00000231216	NA	GS1-600G8.3	NA	X	antisense	NA	43.33
ATXN3L	ENSG00000123594	92552	ATXN3L	ATXN3L	X	protein_coding	ataxin 3 like	38.03
LINC01203	ENSG00000226985	NA	LINC01203	LINC01203	X	lincRNA	long intergenic non-protein coding RNA 1203	40.27
AC135371.1	ENSG00000226434	NA	RP11-1L9.1	NA	X	lincRNA	NA	41.37
EGFL6	ENSG00000198759	25975	EGFL6	EGFL6	X	protein_coding	EGF like domain multiple 6	40.93
TCEANC	ENSG00000176896	170082	TCEANC	TCEANC	X	protein_coding	transcription elongation factor A N-terminal and central domain containing	41.39
RAB9A	ENSG00000123595	9367	RAB9A	RAB9A	X	protein_coding	RAB9A, member RAS oncogene family	41.6
TRAPPC2	ENSG00000196459	6399	TRAPPC2	TRAPPC2	X	protein_coding	trafficking protein particle complex 2	42.18
OFD1	ENSG00000046651	8481	OFD1	OFD1	X	protein_coding	OFD1, centriole and centriolar satellite protein	39.8
GPM6B	ENSG00000046653	2824	GPM6B	GPM6B	X	protein_coding	glycoprotein M6B	41.5
AC003035.2	ENSG00000233535	NA	RP1-122K4.2	NA	X	lincRNA	NA	43.8
AC003035.1	ENSG00000212663	NA	RP1-122K4.3	NA	X	lincRNA	NA	41.96
GEMIN8	ENSG00000046647	54960	GEMIN8	GEMIN8	X	protein_coding	gem nuclear organelle associated protein 8	40.79
GLRA2	ENSG00000101958	2742	GLRA2	GLRA2	X	protein_coding	glycine receptor alpha 2	37.68
FANCB	ENSG00000181544	2187	FANCB	FANCB	X	protein_coding	Fanconi anemia complementation group B	35
MOSPD2	ENSG00000130150	158747	MOSPD2	MOSPD2	X	protein_coding	motile sperm domain containing 2	36.08
ASB9	ENSG00000102048	140462	ASB9	ASB9	X	protein_coding	ankyrin repeat and SOCS box containing 9	42.64
ASB11	ENSG00000165192	140456	ASB11	ASB11	X	protein_coding	ankyrin repeat and SOCS box containing 11	41.55
PIGA	ENSG00000165195	5277	PIGA	PIGA	X	protein_coding	phosphatidylinositol glycan anchor biosynthesis class A	39.56
VEGFD	ENSG00000165197	2277	FIGF	VEGFD	X	protein_coding	vascular endothelial growth factor D	39.3
PIR	ENSG00000087842	8544	PIR	PIR	X	protein_coding	pirin	38.99
BMX	ENSG00000102010	660	BMX	BMX	X	protein_coding	BMX non-receptor tyrosine kinase	38.8
ACE2	ENSG00000130234	59272	ACE2	ACE2	X	protein_coding	angiotensin I converting enzyme 2	38.39
AC097625.1	ENSG00000225833	NA	GS1-594A7.3	NA	X	antisense	NA	39.44
CLTRN	ENSG00000147003	57393	TMEM27	CLTRN	X	protein_coding	collectrin, amino acid transport regulator	39.96
CA5B	ENSG00000169239	11238	CA5B	CA5B	X	protein_coding	carbonic anhydrase 5B	41.71
INE2	ENSG00000281371	8551	INE2	INE2	X	antisense	inactivation escape 2 (non-protein coding)	44.13
ZRSR2	ENSG00000169249	8233	ZRSR2	ZRSR2	X	protein_coding	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	41.5
AP1S2	ENSG00000182287	8905	AP1S2	AP1S2	X	protein_coding	adaptor related protein complex 1 subunit sigma 2	36.69
GRPR	ENSG00000126010	2925	GRPR	GRPR	X	protein_coding	gastrin releasing peptide receptor	38.83
AC078993.1	ENSG00000238178	NA	RP11-431J24.2	NA	X	antisense	NA	45.54
MAGEB17	ENSG00000182798	645864	MAGEB17	MAGEB17	X	protein_coding	MAGE family member B17	57.53
CTPS2	ENSG00000047230	56474	CTPS2	CTPS2	X	protein_coding	CTP synthase 2	43.51
S100G	ENSG00000169906	795	S100G	S100G	X	protein_coding	S100 calcium binding protein G	42.32
SYAP1	ENSG00000169895	94056	SYAP1	SYAP1	X	protein_coding	synapse associated protein 1	43.74
TXLNG	ENSG00000086712	55787	TXLNG	TXLNG	X	protein_coding	taxilin gamma	42.93
RBBP7	ENSG00000102054	5931	RBBP7	RBBP7	X	protein_coding	RB binding protein 7, chromatin remodeling factor	42.25
REPS2	ENSG00000169891	9185	REPS2	REPS2	X	protein_coding	RALBP1 associated Eps domain containing 2	40.94
NHS	ENSG00000188158	4810	NHS	NHS	X	protein_coding	NHS actin remodeling regulator	42.34
NHS-AS1	ENSG00000230020	NA	NHS-AS1	NHS-AS1	X	antisense	NHS antisense RNA 1	45.31
SCML1	ENSG00000047634	6322	SCML1	SCML1	X	protein_coding	Scm polycomb group protein like 1	38.89
RAI2	ENSG00000131831	10742	RAI2	RAI2	X	protein_coding	retinoic acid induced 2	45.61
LINC01456	ENSG00000225882	NA	LINC01456	LINC01456	X	lincRNA	long intergenic non-protein coding RNA 1456	41.35
BEND2	ENSG00000177324	139105	BEND2	BEND2	X	protein_coding	BEN domain containing 2	40.11
SCML2	ENSG00000102098	10389	SCML2	SCML2	X	protein_coding	Scm polycomb group protein like 2	39.57
CDKL5	ENSG00000008086	6792	CDKL5	CDKL5	X	protein_coding	cyclin dependent kinase like 5	40.21
RS1	ENSG00000102104	6247	RS1	RS1	X	protein_coding	retinoschisin 1	48
PPEF1	ENSG00000086717	5475	PPEF1	PPEF1	X	protein_coding	protein phosphatase with EF-hand domain 1	41.71
PPEF1-AS1	ENSG00000237221	NA	PPEF1-AS1	PPEF1-AS1	X	antisense	PPEF1 antisense RNA 1	43.92
PHKA2-AS1	ENSG00000237836	NA	PHKA2-AS1	PHKA2-AS1	X	antisense	PHKA2 antisense RNA 1	52.83
PHKA2	ENSG00000044446	5256	PHKA2	PHKA2	X	protein_coding	phosphorylase kinase regulatory subunit alpha 2	45.75
ADGRG2	ENSG00000173698	10149	ADGRG2	ADGRG2	X	protein_coding	adhesion G protein-coupled receptor G2	42.96
PDHA1	ENSG00000131828	5160	PDHA1	PDHA1	X	protein_coding	pyruvate dehydrogenase E1 alpha 1 subunit	44.45
MAP3K15	ENSG00000180815	389840	MAP3K15	MAP3K15	X	protein_coding	mitogen-activated protein kinase kinase kinase 15	44.21
SH3KBP1	ENSG00000147010	30011	SH3KBP1	SH3KBP1	X	protein_coding	SH3 domain containing kinase binding protein 1	43.06
BCLAF3	ENSG00000173681	256643	CXorf23	BCLAF3	X	protein_coding	BCLAF1 and THRAP3 family member 3	39.56
MAP7D2	ENSG00000184368	256714	MAP7D2	MAP7D2	X	protein_coding	MAP7 domain containing 2	44.44
EIF1AX	ENSG00000173674	107984923	EIF1AX	EIF1AX	X	protein_coding	eukaryotic translation initiation factor 1A X-linked	38.58
EIF1AX-AS1	ENSG00000225037	NA	EIF1AX-AS1	EIF1AX-AS1	X	antisense	EIF1AX antisense RNA 1	38.57
RPS6KA3	ENSG00000177189	6197	RPS6KA3	RPS6KA3	X	protein_coding	ribosomal protein S6 kinase A3	37.68
CNKSR2	ENSG00000149970	22866	CNKSR2	CNKSR2	X	protein_coding	connector enhancer of kinase suppressor of Ras 2	35.07
KLHL34	ENSG00000185915	257240	KLHL34	KLHL34	X	protein_coding	kelch like family member 34	58.39
SMPX	ENSG00000091482	23676	SMPX	SMPX	X	protein_coding	small muscle protein X-linked	40.15
MBTPS2	ENSG00000012174	51360	MBTPS2	MBTPS2	X	protein_coding	membrane bound transcription factor peptidase, site 2	38.49
YY2	ENSG00000230797	404281	YY2	YY2	X	protein_coding	YY2 transcription factor	46.04
SMS	ENSG00000102172	6611	SMS	SMS	X	protein_coding	spermine synthase	43.48
PHEX	ENSG00000102174	5251	PHEX	PHEX	X	protein_coding	phosphate regulating endopeptidase homolog X-linked	40.17
PHEX-AS1	ENSG00000224204	NA	PHEX-AS1	PHEX-AS1	X	antisense	PHEX antisense RNA 1	39.09
PTCHD1-AS	ENSG00000233067	NA	PTCHD1-AS	PTCHD1-AS	X	lincRNA	PTCHD1 antisense RNA (head to head)	37.66
CBLL2	ENSG00000175809	158506	ZNF645	CBLL2	X	protein_coding	Cbl proto-oncogene like 2	42.07
AC092832.2	ENSG00000231846	NA	RP11-494I9.2	NA	X	lincRNA	NA	37.71
AC004470.1	ENSG00000237019	NA	GS1-433O24.1	NA	X	lincRNA	NA	35.9
DDX53	ENSG00000184735	168400	DDX53	DDX53	X	protein_coding	DEAD-box helicase 53	38.22
PTCHD1	ENSG00000165186	139411	PTCHD1	PTCHD1	X	protein_coding	patched domain containing 1	41.56
PRDX4	ENSG00000123131	10549	PRDX4	PRDX4	X	protein_coding	peroxiredoxin 4	40.65
ACOT9	ENSG00000123130	23597	ACOT9	ACOT9	X	protein_coding	acyl-CoA thioesterase 9	44.61
AC131011.1	ENSG00000233785	NA	RP13-314C10.5	NA	X	antisense	NA	45.13
SAT1	ENSG00000130066	6303	SAT1	SAT1	X	protein_coding	spermidine/spermine N1-acetyltransferase 1	43.75
APOO	ENSG00000184831	79135	APOO	APOO	X	protein_coding	apolipoprotein O	43.27
CXorf58	ENSG00000165182	254158	CXorf58	CXorf58	X	protein_coding	chromosome X open reading frame 58	41.92
KLHL15	ENSG00000174010	80311	KLHL15	KLHL15	X	protein_coding	kelch like family member 15	41.85
EIF2S3	ENSG00000130741	1968	EIF2S3	EIF2S3	X	protein_coding	eukaryotic translation initiation factor 2 subunit gamma	41.58
ZFX-AS1	ENSG00000234230	NA	ZFX-AS1	ZFX-AS1	X	antisense	ZFX antisense RNA 1	43.21
ZFX	ENSG00000005889	7543	ZFX	ZFX	X	protein_coding	zinc finger protein X-linked	40.77
PDK3	ENSG00000067992	5165	PDK3	PDK3	X	protein_coding	pyruvate dehydrogenase kinase 3	40.95
PCYT1B	ENSG00000102230	9468	PCYT1B	PCYT1B	X	protein_coding	phosphate cytidylyltransferase 1, choline, beta	42.38
PCYT1B-AS1	ENSG00000236836	NA	PCYT1B-AS1	PCYT1B-AS1	X	antisense	PCYT1B antisense RNA 1	42.73
POLA1	ENSG00000101868	5422	POLA1	POLA1	X	protein_coding	DNA polymerase alpha 1, catalytic subunit	38.8
ARX	ENSG00000004848	170302	ARX	ARX	X	protein_coding	aristaless related homeobox	54.62
AC121342.1	ENSG00000233403	NA	RP11-86A5.1	NA	X	lincRNA	NA	36.74
MAGEB18	ENSG00000176774	286514	MAGEB18	MAGEB18	X	protein_coding	MAGE family member B18	43.92
MAGEB6B	ENSG00000232030	NA	MAGEB6P1	MAGEB6B	X	protein_coding	MAGE family member B6B	50.98
MAGEB6	ENSG00000176746	158809	MAGEB6	MAGEB6	X	protein_coding	MAGE family member B6	48.46
MAGEB5	ENSG00000188408	347541	MAGEB5	MAGEB5	X	protein_coding	MAGE family member B5	46.1
VENTXP1	ENSG00000259849	NA	VENTXP1	VENTXP1	X	lincRNA	VENT homeobox pseudogene 1	39.51
AC112493.1	ENSG00000242021	NA	RP11-268G12.3	NA	X	lincRNA	NA	37.42
AC107419.1	ENSG00000228933	NA	RP11-268G12.1	NA	X	lincRNA	NA	35.68
DCAF8L2	ENSG00000189186	347442	DCAF8L2	NA	X	protein_coding	DDB1 and CUL4 associated factor 8 like 2	35.74
MAGEB10	ENSG00000177689	139422	MAGEB10	MAGEB10	X	protein_coding	MAGE family member B10	47.35
DCAF8L1	ENSG00000226372	139425	DCAF8L1	DCAF8L1	X	protein_coding	DDB1 and CUL4 associated factor 8 like 1	41.77
AC112495.1	ENSG00000223742	NA	RP11-149B9.2	NA	X	lincRNA	NA	37.63
IL1RAPL1	ENSG00000169306	11141	IL1RAPL1	IL1RAPL1	X	protein_coding	interleukin 1 receptor accessory protein like 1	36.16
MAGEB2	ENSG00000099399	4113	MAGEB2	MAGEB2	X	protein_coding	MAGE family member B2	49.12
MAGEB3	ENSG00000198798	4114	MAGEB3	MAGEB3	X	protein_coding	MAGE family member B3	49.87
MAGEB4	ENSG00000120289	4115	MAGEB4	MAGEB4	X	protein_coding	MAGE family member B4	42.86
MAGEB1	ENSG00000214107	4112	MAGEB1	MAGEB1	X	protein_coding	MAGE family member B1	47.47
NR0B1	ENSG00000169297	190	NR0B1	NR0B1	X	protein_coding	nuclear receptor subfamily 0 group B member 1	46.49
CXorf21	ENSG00000120280	80231	CXorf21	CXorf21	X	protein_coding	chromosome X open reading frame 21	39.31
GK	ENSG00000198814	2710	GK	GK	X	protein_coding	glycerol kinase	38.63
GK-AS1	ENSG00000243055	NA	GK-AS1	GK-AS1	X	antisense	GK antisense RNA 1	37.91
TAB3	ENSG00000157625	257397	TAB3	TAB3	X	protein_coding	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	38.95
TAB3-AS1	ENSG00000231542	NA	TAB3-AS1	TAB3-AS1	X	antisense	TAB3 antisense RNA 1	42.18
TAB3-AS2	ENSG00000235512	NA	TAB3-AS2	TAB3-AS2	X	antisense	TAB3 antisense RNA 2	43.41
FTHL17	ENSG00000132446	53940	FTHL17	FTHL17	X	protein_coding	ferritin heavy chain like 17	59.16
DMD	ENSG00000198947	1756	DMD	DMD	X	protein_coding	dystrophin	36.42
DMD-AS3	ENSG00000236828	NA	DMD-AS3	DMD-AS3	X	antisense	DMD antisense RNA 3	32.51
AL591501.1	ENSG00000233928	NA	RP11-305F18.1	NA	X	lincRNA	NA	36.19
FAM47A	ENSG00000185448	158724	FAM47A	FAM47A	X	protein_coding	family with sequence similarity 47 member A	54.01
AL592043.1	ENSG00000233571	NA	RP11-545D19.1	NA	X	lincRNA	NA	36.4
TMEM47	ENSG00000147027	83604	TMEM47	TMEM47	X	protein_coding	transmembrane protein 47	36.99
FAM47B	ENSG00000189132	170062	FAM47B	FAM47B	X	protein_coding	family with sequence similarity 47 member B	53.49
MAGEB16	ENSG00000189023	139604	MAGEB16	MAGEB16	X	protein_coding	MAGE family member B16	48.31
CFAP47	ENSG00000165164	286464	CFAP47	CFAP47	X	protein_coding	cilia and flagella associated protein 47	35.12
AL606516.1	ENSG00000226484	NA	RP11-87M18.2	NA	X	antisense	NA	36.58
FAM47C	ENSG00000198173	442444	FAM47C	FAM47C	X	protein_coding	family with sequence similarity 47 member C	57.09
PRRG1	ENSG00000130962	5638	PRRG1	PRRG1	X	protein_coding	proline rich and Gla domain 1	37.92
AF241726.2	ENSG00000250349	NA	RP5-972B16.2	NA	X	protein_coding	NA	39.14
LANCL3	ENSG00000147036	347404	LANCL3	LANCL3	X	protein_coding	LanC like 3	38.9
XK	ENSG00000047597	7504	XK	XK	X	protein_coding	X-linked Kx blood group	39.54
CYBB	ENSG00000165168	1536	CYBB	CYBB	X	protein_coding	cytochrome b-245 beta chain	37.33
DYNLT3	ENSG00000165169	6990	DYNLT3	DYNLT3	X	protein_coding	dynein light chain Tctex-type 3	37.62
AL121578.3	ENSG00000259977	NA	AL121578.2	NA	X	lincRNA	NA	37.98
HYPM	ENSG00000187516	25763	HYPM	HYPM	X	protein_coding	huntingtin interacting protein M	48.1
SYTL5	ENSG00000147041	94122	SYTL5	SYTL5	X	protein_coding	synaptotagmin like 5	37.59
SRPX	ENSG00000101955	8406	SRPX	SRPX	X	protein_coding	sushi repeat containing protein X-linked	41.48
AL606748.1	ENSG00000226679	NA	RP13-43E11.1	NA	X	antisense	NA	46.73
RPGR	ENSG00000156313	6103	RPGR	RPGR	X	protein_coding	retinitis pigmentosa GTPase regulator	37.62
OTC	ENSG00000036473	5009	OTC	OTC	X	protein_coding	ornithine carbamoyltransferase	39.3
